selection
1000, 0.000842
2000, 0.003276
3000, 0.007456
4000, 0.013378
5000, 0.020337
6000, 0.029109
7000, 0.040361
8000, 0.052754
9000, 0.066516
10000, 0.081801
11000, 0.100792
12000, 0.119594
13000, 0.138987
14000, 0.158887
15000, 0.182662
16000, 0.207098
17000, 0.235457
18000, 0.266887
19000, 0.297388
20000, 0.328939
21000, 0.363918
22000, 0.400022
23000, 0.436367
24000, 0.475774
25000, 0.516124
26000, 0.561281
27000, 0.608255
28000, 0.646303
29000, 0.683504
30000, 0.733839
31000, 0.784985
32000, 0.840562
33000, 0.879605
34000, 0.924277
35000, 0.980327
36000, 1.034844
37000, 1.112829
38000, 1.155078
39000, 1.231957
40000, 1.278518
41000, 1.364827
42000, 1.437414
43000, 1.483358
44000, 1.575878
45000, 1.665631
46000, 1.729059
47000, 1.819887
48000, 1.874974
49000, 1.942346
50000, 2.018548
51000, 2.117384
52000, 2.208895
53000, 2.329245
54000, 2.402849
55000, 2.502968
56000, 2.627849
57000, 2.766945
58000, 2.876834
59000, 3.028951
60000, 3.090233
61000, 3.149500
62000, 3.251554
63000, 3.425334
64000, 3.521416
65000, 3.670243
66000, 3.703701
67000, 3.843441
68000, 3.900936
69000, 4.075870
70000, 4.205769
71000, 4.444819
72000, 4.517419
73000, 4.564487
74000, 4.872070
75000, 4.884163
76000, 5.071072
77000, 5.264175
78000, 5.231030
79000, 5.277597
80000, 5.470710
81000, 5.603258
82000, 5.810157
83000, 6.237005
84000, 6.305964
85000, 6.124175
86000, 6.272592
87000, 6.475645
88000, 6.837357
89000, 7.385701
90000, 7.507687
91000, 7.705364
92000, 8.230373
93000, 7.321240
94000, 7.531356
95000, 7.541818
96000, 7.734633
97000, 7.809922
98000, 7.968306
99000, 8.265557
100000, 8.376185
