bubble
1000, 0.002430
2000, 0.008186
3000, 0.017250
4000, 0.027164
5000, 0.043695
6000, 0.065663
7000, 0.091759
8000, 0.122246
9000, 0.161692
10000, 0.198734
11000, 0.239501
12000, 0.291079
13000, 0.357504
14000, 0.404145
15000, 0.461701
16000, 0.528339
17000, 0.599645
18000, 0.674381
19000, 0.755344
20000, 0.842792
21000, 0.931859
22000, 1.024118
23000, 1.126510
24000, 1.236323
25000, 1.330336
26000, 1.483743
27000, 1.567678
28000, 1.690828
29000, 1.816243
30000, 1.950525
31000, 2.092045
32000, 2.230040
33000, 2.381838
34000, 2.547263
35000, 2.692680
36000, 2.841474
37000, 3.020478
38000, 3.182279
39000, 3.357716
40000, 3.534034
41000, 3.737989
42000, 3.915080
43000, 4.096864
44000, 4.297485
45000, 4.496385
46000, 4.706878
47000, 4.935713
48000, 5.144293
49000, 5.366084
50000, 5.704228
51000, 6.038641
52000, 6.077080
53000, 6.358936
54000, 6.573009
55000, 6.805094
56000, 7.337684
57000, 7.507140
58000, 7.974171
59000, 8.010300
60000, 8.168250
61000, 8.589763
62000, 9.007205
63000, 9.136452
64000, 9.487536
65000, 9.818284
66000, 10.261203
67000, 10.919681
68000, 11.319098
69000, 11.745700
70000, 11.941416
71000, 12.581808
72000, 13.037742
73000, 13.441105
74000, 13.417863
75000, 13.860896
76000, 14.867820
77000, 14.498075
78000, 15.778870
79000, 16.709899
80000, 16.681794
81000, 16.002443
82000, 16.172291
83000, 16.636131
84000, 16.893052
85000, 17.379245
86000, 17.704210
87000, 18.140771
88000, 18.609098
89000, 18.895866
90000, 19.289979
91000, 19.887886
92000, 20.532748
93000, 21.201086
94000, 21.375825
95000, 21.500324
96000, 21.930042
97000, 22.407123
98000, 22.891421
99000, 23.265324
100000, 23.970175
